chr	loc	obs	exp	chr_level	pval	qval	zscore	dist
chr1	8294	1	0.0081528941126144	1	0.00811974940766304	1.0	10.984715908712031	66
chr1	8360	1	0.0230837972298197	1	0.022819404684608965	1.0	6.4298921330720225	66
chr1	8336	1	0.0096784249270031	1	0.009631739706998004	1.0	10.066393375868762	1000000
chr1	8209	1	0.0203052421921387	1	0.020100479025736678	1.0	6.875221544192899	1000000
chr1	8194	1	0.0099458410648977	1	0.00989654475410941	1.0	9.927461123302871	60
chr1	8254	1	0.0168679858379848	1	0.01672651790805999	1.0	7.56972713103388	60
chr1	8560	1	0.0084232652419059	1	0.008387888940909985	1.0	10.804037680345614	306
chr1	8404	1	0.0082639422186417	1	0.008229889715347728	1.0	10.909440242250556	1000000
chr1	8397	1	0.0115836475337896	1	0.011516815390932335	1.0	9.18369082761961	1000000
chr1	7833	1	0.0061105480442639	1	0.006091916614295689	1.0	12.714462345517322	225
chr1	8058	1	0.0077068813820479	1	0.007677259517974673	1.0	11.303179962672377	225
chr1	7791	1	0.0057751943074912	1	0.005758549929766278	1.0	13.082817829050088	1284
chr1	9075	1	0.0112853199218769	1	0.011221879571490147	1.0	9.307092813330325	60
chr1	9135	1	0.0061090201170288	1	0.006090397993905731	1.0	12.716071802077044	60
chr1	8969	1	0.0086336186036327	1	0.008596455944845998	1.0	10.66934497582657	51
chr1	9020	1	0.0096096314658038	1	0.009563606502977932	1.0	10.103062553067355	51
chr1	9168	1	0.0096780682180333	1	0.009631386433693146	1.0	10.06658251091526	148
chr1	8723	1	0.0079817484182323	1	0.007949978846095595	1.0	11.103774800794714	87
chr1	8810	1	0.0160826838394174	1	0.015954048006054395	1.0	7.758528175564398	87
chr1	6699	1	0.0074541910424154	1	0.0074264774638904225	1.0	11.496093844839502	307
chr1	7006	1	0.0058231725926512	1	0.0058062507852638615	1.0	13.028181645329235	307
chr1	6821	1	0.0125637840329635	1	0.01248518919220984	1.0	8.809450517495884	79
chr1	6900	1	0.0076330638427325	1	0.007604005991401302	1.0	11.3585485461784	79
chr1	6872	1	0.0187175491590007	1	0.01854346367897432	1.0	7.172483218977576	1000000
chr1	6479	1	0.005950941445508	1	0.005933269665417331	1.0	12.885906619688024	1049
chr1	7528	1	0.0119102526844071	1	0.011839606374856123	1.0	9.053904415913722	19
chr1	7547	1	0.0079688758847512	1	0.007937208566790619	1.0	11.112883630232652	19
chr1	7424	1	0.0056315521251003	1	0.005615724660433579	1.0	13.250530961087454	202
