chr	loc	obs	exp	chr_level	pval	qval	zscore	dist
chr1	8299	1	0.0258490096092664	1	0.0255177840483127	1.0	6.0590470149492655	25
chr1	8324	1	0.0267721835673773	1	0.026416985529164338	1.0	5.948022685121587	21
chr1	8345	1	0.0435262990478002	1	0.042592625142442206	1.0	4.584554738374576	21
chr1	8216	1	0.0348676434305052	1	0.034266771063814816	1.0	5.168631592038702	39
chr1	8255	1	0.0389665863733288	1	0.03821715473759799	1.0	4.868467855636689	39
chr1	8242	1	0.0325435751349533	1	0.032019730958559686	1.0	5.362888682201979	255
chr1	8497	1	0.0448540732311631	1	0.0438630023640624	1.0	4.509919438687415	20
chr1	8517	1	0.0421878742582759	1	0.04131034945489619	1.0	4.663226489994691	20
chr1	8546	1	0.0492682616358713	1	0.04807426971053059	1.0	4.283259361170127	19
chr1	8565	1	0.0489093177328624	1	0.047732520442787134	1.0	4.3005710260833565	19
chr1	8524	1	0.047688714449652	1	0.04656946996352809	1.0	4.360849747979251	1000000
chr1	8418	1	0.0458936725317351	1	0.04485648521653951	1.0	4.453693950201143	1000000
chr1	8379	1	0.0406673309160984	1	0.039851511457418956	1.0	4.757145111945363	5
chr1	8384	1	0.0402392045125458	1	0.03944035853171115	1.0	4.784519318928825	4
chr1	8388	1	0.0434543274113775	1	0.042523716487245934	1.0	4.5886950323611195	4
chr1	8432	1	0.0493817230676653	1	0.04818227043977623	1.0	4.277825255409686	44
chr1	7922	1	0.0494550426025607	1	0.04825205471470622	1.0	4.274323339423798	202
chr1	8124	1	0.0420706940690726	1	0.04119800343802289	1.0	4.670287554635107	6
chr1	8130	1	0.0106888162202072	1	0.010631893815674785	1.0	9.569034351088394	6
chr1	8045	1	0.0451622785246375	1	0.04415764344071842	1.0	4.493054073841641	1053
chr1	9098	1	0.0424505834467719	1	0.04156217295538837	1.0	4.64749963331116	4
chr1	9102	1	0.0441709463529453	1	0.04320961633434867	1.0	4.547910142393434	4
chr1	9148	1	0.0498118285908139	1	0.048591564476168386	1.0	4.257389426653906	46
chr1	9116	1	0.0418361718550766	1	0.04097311670156846	1.0	4.684506032160175	1000000
chr1	8985	1	0.0445487365477984	1	0.04357101408926478	1.0	4.526795164707248	7
chr1	8992	1	0.048017010313787	1	0.046882425889400225	1.0	4.344418259146866	7
chr1	9027	1	0.0474547493051711	1	0.04634637435453509	1.0	4.372660650231881	35
chr1	9279	1	0.0399279421006569	1	0.03914132588454739	1.0	4.8046899385841515	4
chr1	9283	1	0.0468170893109468	1	0.04573807366521877	1.0	4.405285328063595	4
chr1	9322	1	0.0459233960168231	1	0.04488487498863451	1.0	4.452113709196283	39
chr1	9302	1	0.0426460002077509	1	0.041749449472068066	1.0	4.635893002064387	18
chr1	9320	1	0.0503101580797825	1	0.04906556124255114	1.0	4.234030203720473	18
chr1	9192	1	0.042156068023399	1	0.041279856661769	1.0	4.665140242803938	4
chr1	9196	1	0.0472501535231824	1	0.046151240884188004	1.0	4.383058584174978	4
chr1	9234	1	0.0382602086347774	1	0.037537532739718264	1.0	4.916815569112067	38
chr1	9209	1	0.0418449095378204	1	0.04098149633760813	1.0	4.683974203668949	1000000
chr1	8697	1	0.0447498209145585	1	0.04376331767097767	1.0	4.515662516674291	1000000
chr1	8677	1	0.0445236088152395	1	0.04354698089554666	1.0	4.528191460638013	260
chr1	8937	1	0.0497555355144474	1	0.04853800526095933	1.0	4.26004950462818	260
chr1	8918	1	0.0421176495573471	1	0.04124302339695465	1.0	4.66745465975184	8
chr1	8926	1	0.046502739497172	1	0.04543805445336191	1.0	4.421607421769731	8
chr1	8788	1	0.0469266908976741	1	0.04584265655516846	1.0	4.399631897765001	558
chr1	9346	1	0.0485759453906036	1	0.04741500788065761	1.0	4.316815591249221	558
chr1	6803	1	0.0473017305318653	1	0.046200436281232465	1.0	4.380431178867792	11
chr1	6814	1	0.0468574362660279	1	0.045776574451596226	1.0	4.403201927722052	11
chr1	6651	1	0.0454948706748345	1	0.044475496244732064	1.0	4.475041314185756	282
chr1	6933	1	0.051118386737928	1	0.04983382320048553	1.0	4.1968501380202365	28
chr1	6961	1	0.044546159023113	1	0.043568548866766664	1.0	4.526938339567839	1
chr1	6962	1	0.0458768829276135	1	0.04484044860042314	1.0	4.454587223745565	1
chr1	6990	1	0.0475700558125934	1	0.04645633048394841	1.0	4.366829249418485	5
chr1	6995	1	0.0497065009055037	1	0.04849134955025962	1.0	4.262370155387713	5
chr1	7004	1	0.0457940565692994	1	0.04476133293678587	1.0	4.459000891338814	3
chr1	7007	1	0.0454909243561087	1	0.04447172543304952	1.0	4.475253916433589	3
chr1	6851	1	0.0493616394363422	1	0.04816315429144876	1.0	4.27878581590328	57
chr1	6908	1	0.0426454217377963	1	0.041748895152755254	1.0	4.635927245279455	57
chr1	6369	1	0.0491600771012833	1	0.04797128049761729	1.0	4.288457697906936	1000000
chr1	6333	1	0.0507938182111672	1	0.049525379111389725	1.0	4.21167768564833	74
chr1	6407	1	0.0415403632315735	1	0.04068938631643906	1.0	4.702606972788472	74
chr1	6329	1	0.0455528198509697	1	0.0445308664981559	1.0	4.471922475511565	1000000
chr1	6278	1	0.0420851242990516	1	0.041211839071511644	1.0	4.669416466243517	49
chr1	6327	1	0.0443522159385117	1	0.043383037612193205	1.0	4.53774613528673	49
chr1	6613	1	0.0484008010619299	1	0.04724815341032768	1.0	4.325415109728431	1
chr1	6614	1	0.0423166554099913	1	0.041433802662837256	1.0	4.655499314483797	1
chr1	6619	1	0.040883517718584	1	0.04005906045358309	1.0	4.743481663410809	5
chr1	6479	1	0.044225991335126	1	0.04326228139448127	1.0	4.544817283853499	3
chr1	6482	1	0.0483058085729882	1	0.047157644842327304	1.0	4.330098150606209	3
chr1	6493	1	0.0468543361572542	1	0.04577361625059724	1.0	4.403361915792889	11
chr1	7540	1	0.0451750317787476	1	0.04416983346344943	1.0	4.492359814616576	1047
chr1	7516	2	0.0602253090927017	1	0.0017423481536881244	1.0	7.9042700548525575	29
chr1	7545	1	0.050358137640511	1	0.049111185564678125	1.0	4.231798894625972	29
chr1	7726	1	0.0487431249249405	1	0.04757424728490084	1.0	4.308649081907334	61
chr1	7787	1	0.0489337177238853	1	0.04775575547727128	1.0	4.299388385443658	61
chr1	7637	1	0.0423980311240687	1	0.04151180349790617	1.0	4.6506342497787845	1000000
chr1	7134	1	0.0428666808863321	1	0.041960893522143036	1.0	4.62287878303836	13
chr1	7147	1	0.0447372930982777	1	0.04375133803846134	1.0	4.516353964359546	13
chr1	7115	1	0.0375778860181791	1	0.03688059873570238	1.0	4.964773281335377	4337
chr1	11452	1	0.0497836255241708	1	0.04856473146227162	1.0	4.258721590693978	5
chr1	11457	1	0.0497253532509191	1	0.0485092875509164	1.0	4.2614775410154335	5
chr1	11091	1	0.0511359762664557	1	0.049850536028572597	1.0	4.196050484783131	1086
chr1	12177	1	0.0512547616134192	1	0.049963393159298215	1.0	4.190660709613842	18
chr1	12195	1	0.0506640114871458	1	0.049401993106593406	1.0	4.217646319617466	18
chr1	11956	1	0.0499999558329437	1	0.04877053348628151	1.0	4.248531231222276	18
chr1	11974	1	0.0503099680162931	1	0.04906538050461635	1.0	4.234039048844698	18
chr1	10042	2	0.0581845057165211	1	0.001628469051348624	1.0	8.050155834033005	1000000
chr1	9988	1	0.0512452674063488	1	0.049954373272210126	1.0	4.191090833669245	659
chr1	10647	1	0.0511973200055312	1	0.049908819961677724	1.0	4.193264803262294	659
chr1	10638	1	0.0477213145300245	1	0.04660055136880595	1.0	4.359210737689736	1000000
chr1	10616	1	0.0511745982884825	1	0.04988723201345771	1.0	4.194296054415565	77
chr1	10693	1	0.0473289021399969	1	0.046226352197123774	1.0	4.379048694588945	77
chr1	10833	1	0.0506448928328176	1	0.04938381877816075	1.0	4.218527288981215	140
chr1	10194	1	0.0511384450921685	1	0.049852881779104616	1.0	4.195938279244755	1000000
chr1	3108	1	0.0467020663350984	1	0.045628305305892236	1.0	4.411239153139977	1000000
chr1	2974	1	0.0498930667344415	1	0.048668851991912315	1.0	4.253558280640314	1000000
chr1	2453	1	0.0451123103939857	1	0.044109880591663125	1.0	4.49577698358929	1000000
chr1	2340	1	0.0467297744329922	1	0.045654748763885256	1.0	4.409802975350576	7
chr1	2347	1	0.0394643863638616	1	0.038695811081418084	1.0	4.835159384853233	5
chr1	2352	1	0.049647583202524	1	0.048435287194693415	1.0	4.2651629436385905	5
chr1	2408	1	0.0480389293711066	1	0.046903317099180816	1.0	4.34332701125001	56
chr1	2399	1	0.0435215199900391	1	0.042588049626363526	1.0	4.584829352479943	279
chr1	2678	1	0.0447546076191956	1	0.04376789488258427	1.0	4.515398398587289	17
chr1	2695	1	0.0455041309275082	1	0.04448434460210368	1.0	4.4745425368328124	17
chr1	2579	1	0.0500858848111479	1	0.04885226815063839	1.0	4.244501250885845	37
chr1	2616	1	0.0414583468487753	1	0.040610703903345466	1.0	4.707659025311351	37
chr1	2591	1	0.0461164861334363	1	0.045069280475490574	1.0	4.44188426404028	1000000
chr1	562	1	0.0469648446418315	1	0.04587906053585766	1.0	4.397668371444477	194
chr1	756	1	0.0495980530781325	1	0.04838815490887722	1.0	4.267514474129547	11
chr1	767	1	0.0446049157741878	1	0.043624744020522514	1.0	4.523677549335777	11
chr1	30	2	0.0548006189798126	1	0.0014478075749290251	1.0	8.3094330063649	263
chr1	293	1	0.049866962006006	1	0.048644017426492964	1.0	4.254788376666468	263
chr1	1347	1	0.0497368737507242	1	0.04852024913634213	1.0	4.260932314305303	35
chr1	1382	1	0.0506792773679062	1	0.04941650471165124	1.0	4.2169432288582644	35
chr1	879	1	0.0480963447141917	1	0.04695803790130099	1.0	4.340471997442809	12
chr1	891	1	0.0495395067698825	1	0.04833243991752257	1.0	4.270298467329719	12
chr1	938	1	0.0509309419982494	1	0.049655702855484624	1.0	4.205396608845633	47
chr1	1127	1	0.0512262705844626	1	0.04993632525322847	1.0	4.191951809986187	189
chr1	5078	2	0.0683126788180813	1	0.0022297211704867355	1.0	7.390710164305279	3951
chr1	4833	2	0.0652855314547311	1	0.002040578757171706	1.0	7.571961682611571	1000000
chr1	4735	2	0.0649429641864246	1	0.002019678911894674	1.0	7.593250313919864	171
chr1	4906	1	0.0378626253573022	1	0.037154797678049606	1.0	4.944606360964997	171
chr1	5966	1	0.0483500705619057	1	0.04719981860673717	1.0	4.3279144116313395	1
chr1	5967	1	0.0482113601388923	1	0.0470676461238903	1.0	4.334767663482803	1
chr1	5983	1	0.0465786492178888	1	0.04551051223389549	1.0	4.417651256693424	3
chr1	5986	1	0.0463583186553317	1	0.0453001858582877	1.0	4.429160177908152	3
chr1	6008	1	0.0474554837530266	1	0.046347074763138124	1.0	4.372623441760568	22
chr1	6182	1	0.0416885798367901	1	0.04083156154232254	1.0	4.6935139531551275	174
chr1	6088	1	0.0470417752430727	1	0.04595245881006458	1.0	4.393716300808231	1000000
chr1	5579	1	0.0490500165101997	1	0.04786649388768795	1.0	4.293763266767383	1000000
chr1	5549	1	0.0512026963543225	1	0.04991392796951391	1.0	4.193020888687952	1000000
chr1	5457	1	0.0504029202590001	1	0.04915376790219911	1.0	4.229719044131303	334
chr1	5791	1	0.0508349747279315	1	0.04956449653108449	1.0	4.2097898920230685	334
chr1	3741	1	0.0445476118900175	1	0.04356993843335902	1.0	4.526857635066975	1000000
chr1	3712	1	0.0489727178544243	1	0.047792892402935466	1.0	4.297499870786239	4
chr1	3716	1	0.0495020249627997	1	0.04829676902912807	1.0	4.272083312587759	4
chr1	3761	1	0.0509183265386744	1	0.049643713749797765	1.0	4.205973445406497	45
chr1	3261	1	0.0482807700620422	1	0.04713378678990407	1.0	4.331334756024307	1000000
chr1	3156	1	0.0384129738956569	1	0.03768455233958633	1.0	4.906249496931011	30
chr1	3186	1	0.0499669931845771	1	0.04873917792708259	1.0	4.250079815804632	30
chr1	3448	1	0.0458274434708918	1	0.044793224863771075	1.0	4.457220366016112	262
chr1	3338	1	0.0475828225166419	1	0.04646850401606634	1.0	4.366184862640533	1000000
chr1	3328	1	0.0508349301075646	1	0.04956445412230266	1.0	4.209791937497329	33
chr1	3361	2	0.0701488092382158	1	0.0023483347175351247	1.0	7.286411099876157	33
