chr	loc	obs	exp	chr_level	pval	qval	zscore	dist
chr1	1667	5	1.7169052925750374	1	0.030701867249214327	1.0	2.5055913513186105	28822
chr1	1654	5	1.8275564674850528	1	0.038432656253280725	1.0	2.3467049984514277	1000000
chr1	1641	5	1.8232942587191323	1	0.03811489004800812	1.0	2.352602779075095	3
chr1	1644	5	1.8348471074432264	1	0.03897994761629338	1.0	2.336655848895969	3
chr1	1652	5	1.8022125261173805	1	0.03656684680359904	1.0	2.382026534905672	8
chr1	1820	4	1.2081550652300022	1	0.034480698569037606	1.0	2.539977990841092	168
chr1	1751	4	1.2739084622840262	1	0.04053615901823178	1.0	2.415301345936501	1000000
chr1	1422	4	1.3210935728784117	1	0.04522944360701136	1.0	2.3307234960625633	1000000
chr1	1410	4	1.08604866598103	1	0.02472401894122949	1.0	2.7961318797802983	47
chr1	1457	4	1.1936638552761043	1	0.033221957308322246	1.0	2.5686129523200654	47
chr1	2261	4	1.1467198044867912	1	0.0293314809162692	1.0	2.6645002507475484	70
chr1	2331	4	1.183577129585613	1	0.03236191929830244	1.0	2.5888064380686524	70
chr1	2445	4	0.8409191986467938	1	0.010738318449579289	1.0	3.444955373197447	8
chr1	2453	5	0.8813712252849812	1	0.0021436311364097043	1.0	4.38705637753874	8
chr1	2430	4	0.93234303775713	1	0.015117169000032443	1.0	3.1770125279473165	1000000
chr1	2362	4	1.0136805445523822	1	0.01983845641759038	1.0	2.9660994478884017	1000000
chr1	1993	4	0.9722578166427284	1	0.017334157910273516	1.0	3.070634816571136	155
chr1	2148	4	0.9713773416963162	1	0.017283193734008048	1.0	3.0729194951701113	10
chr1	2158	6	1.0076084074723357	1	0.0006178670339663988	1.0	4.973507209773253	10
chr1	2036	4	1.1270882143058158	1	0.02778897432852086	1.0	2.706096855972571	1000000
chr1	471	4	1.0819254225563102	1	0.024427951545635575	1.0	2.805418936363094	40
chr1	511	4	1.1945505136705807	1	0.0332981899299454	1.0	2.566848246551277	40
chr1	29	4	1.2423687131219936	1	0.0375611370685151	1.0	2.474064084643582	218
chr1	247	4	1.3043229822139168	1	0.043528071272747125	1.0	2.3603438936211485	218
